,Listing ID,S,Sub Type,St#,St Name,City,MLS Area,SLC,L/C Price,Price Per Square Foot,Br/Ba,Sqft,YrBuilt,LSqft/Ac,DOM/CDOM,V,PP,BAC,Contract Status Change Date,MLS
1001,PW22079742,A,SFR/D,2025 W,64th ST,LA,C34,STD,"$649,900.00",$487.91,"3/2,0,0,0",1332/A,1925/ASR,"4,200/0.0964",56/56,Y,N,2,04/19/22,CRMLSM
1001,PW22084513,A,SFR/D,10714,Gorman AVE  ,LA,C34,STD,"$649,999.00",$393.94,"4/2,0,0,0",1650/A,2010/ASR,"3,162/0.0726",50/50,N,N,3,04/25/22,CRMLSM
1001,CV22060416,A,SFR/D,756 W,Century BLVD  ,LA,C34,STD,"$649,999.00",$404.73,"3/2,0,0,0",1606/A,1927/ASR,"4,607/0.1058",46/46,N,N,2,03/26/22,CRMLSM
1001,DW22098581,A,SFR/D,1660 W,57th ST,LA,C34,STD,"$650,000.00",$614.37,"2/1,0,0,0",1058/A,1912/ASR,"4,887/0.1122",34/34,N,N,2,05/11/22,CRMLSM
1001,PW22037065,A,SFR/A,6305 S,Denker AVE  ,LA,C34,STD,"$650,000.00",$433.33,"4/2,0,0,0",1500/E,1923/ASR,"4,837/0.111",109/109,Y,N,2,02/25/22,CRMLSM
1001,IN21270075,A,SFR/D,12122 S,Spring ST  ,LA,C34,PRO,"$650,000.00",$439.19,"3/1,0,0,0",1480/A,1948/ASR,"7,268/0.1669",147/147,Y,N,2.5,12/29/21,CRMLSM
1001,IN22083152,A,CONDO/A,3750,Santa Rosalia DR   #305,LA,C34,STD,"$665,000.00",$599.10,"2/2,0,0,0",1110/A,2007/ASR,"37,376/0.858",52/52,N,N,2,04/23/22,CRMLSM
1001,DW22112574,A,SFR/D,146 E,126th ST,LA,C34,STD,"$670,000.00",$809.18,"2/1,0,0,0",828/A,1952/PUB,"5,622/0.1291",19/19,Y,N,2,05/26/22,CRMLSM
1001,DW22124361,A,SFR/D,1342 W,56th ST,LA,C34,STD,"$699,900.00",$607.55,"3/2,0,0,0",1152/A,1923/ASR,"3,571/0.082",5/17,N,N,3,06/09/22,CRMLSM
1001,DW22020847,A,SFR/D,922 E,74th ST,LA,C34,STD,"$699,999.00",$437.50,"4/2,0,0,0",1600/OTH,1947/ASR,"5,107/0.1172",130/130,N,N,2,02/01/22,CRMLSM
1001,DW22076094,A,SFR/D,1526 W,71st ST,LA,C34,STD,"$725,000.00",$672.54,"3/1,0,0,0",1078/A,1923/ASR,"4,283/0.0983",60/60,N,N,2,04/12/22,CRMLSM
1001,CV22099436,A,SFR/D,1505 W,70th ST,LA,C34,STD,"$749,000.00",$637.99,"4/2,0,0,0",1174/A,1922/ASR,"4,680/0.1074",34/50,N,N,3,05/11/22,CRMLSM
1001,PW22126425,A,SFR/D,1553 W,60th PL,LA,C34,STD,"$749,900.00",$564.26,"3/2,0,0,0",1329/A,1927/ASR,"3,511/0.0806",3/3,N,N,2.5,06/11/22,CRMLSM
1001,22147857,A,SFR,1741 W,65TH ST,LA,C34,STD,"$749,900.00",$627.01,"2/1,0,0,0",1196/,1923,"4,765/0.1",54/54,,N,2.5,04/21/22,CLAW
1001,OC22072239,A,SFR/D,10806 S,St Andrews PL  ,LA,C34,"STD,TRUS","$749,999.00",$635.59,"3/1,0,0,0",1180/A,1946/ASR,"7,516/0.1725",65/173,N,N,2.5*,04/07/22,CRMLSM
1001,SB22123506,A,SFR/D,2027 W,94th PL,LA,C34,STD,"$750,000.00",$493.10,"2/1,0,0,0",1521/A,1944/ASR,"5,149/0.1182",6/6,N,N,1.75,06/08/22,CRMLSM
1001,IN22119289,A,SFR/D,10038 S,Gramercy PL  ,LA,C34,STD,"$750,000.00",$549.05,"2/2,0,0,0",1366/A,1941/ASR,"6,755/0.1551",10/10,N,N,2.5,05/30/22,CRMLSM
1001,PW21235682,A,SFR/D,8700 S,Gramercy PL  ,LA,C34,STD,"$751,999.00",$529.20,"3/2,0,0,0",1421/A,1940/PUB,"6,750/0.155",12/12,N,N,2,10/23/21,CRMLSM
1001,DW22124413,A,SFR/D,4925,Arlington AVE  ,LA,C34,STD,"$770,000.00",$838.78,"2/1,0,0,0",918/A,1922/ASR,"5,632/0.1293",0/0,Y,N,2,06/09/22,CRMLSM
1001,IV22045488,A,SFR/D,1860 W,41st PL,LA,C34,TRUS,"$773,000.00",$662.95,"2/1,0,0,0",1166/A,1913/PUB,"5,800/0.1331",38/38,N,N,2,03/07/22,CRMLSM
1001,SB22117936,A,SFR/A,7039,Denver AVE  ,LA,C34,STD,"$775,000.00",$503.90,"3/2,0,0,0",1538/A,1980/ASR,"5,401/0.124",10/10,N,N,2,06/02/22,CRMLSM
1001,PW22085162,A,SFR/D,5512 S,Van Ness AVE  ,LA,C34,STD,"$775,000.00",$716.27,"3/2,0,0,0",1082/A,1922/ASR,"5,039/0.1157",49/194,N,N,2.5,04/26/22,CRMLSM
1001,DW22123745,A,SFR/D,1710 W,56th ST,LA,C34,STD,"$779,000.00",$566.13,"3/2,0,0,0",1376/A,1907/ASR,"4,969/0.1141",6/6,Y,N,2,06/08/22,CRMLSM
1001,DW22052722,A,SFR/D,1624 W,49th ST,LA,C34,STD,"$799,000.00",$448.37,"3/2,0,0,0",1782/A,1912/ASR,"6,380/0.1465",64/64,Y,N,2,03/15/22,CRMLSM
1001,22155271,A,SFR,1750 W,51ST PL,LA,C34,STD,"$800,000.00",$448.43,"3/2,0,0,0",1784/,1913,"5,460/0.12",35/35,N,N,2.5,05/10/22,CLAW
1001,DW22126976,A,SFR/D,1731 W,53rd ST,LA,C34,STD,"$819,000.00",$572.73,"3/2,0,0,0",1430/A,1912/ASR,"5,324/0.1222",1/1,Y,N,2,06/13/22,CRMLSM
1001,OC22113509,A,SFR/D,7610,Brighton AVE  ,LA,C34,STD,"$849,000.00",$528.64,"3/2,0,0,0",1606/A,1932/ASR,"5,265/0.1209",18/18,N,N,2,05/27/22,CRMLSM
1001,GD22101499,A,SFR/D,10300 S,St Andrews PL  ,LA,C34,STD,"$849,000.00",$612.11,"3/2,0,0,0",1387/A,1941/PUB,"6,253/0.1435",32/32,N,N,2.5,05/13/22,CRMLSM
1001,RS22101249,A,SFR/D,7631,Dalton AVE  ,LA,C34,STD,"$849,000.00",$514.55,"4/3,0,0,0",1650/A,1927/ASR,"5,400/0.124",32/32,Y,N,2,05/13/22,CRMLSM
1001,DW22111305,A,SFR/D,3834 S,Hobart BLVD  ,LA,C34,STD,"$869,900.00",$697.59,"2/2,0,0,0",1247/A,1912/ASR,"5,076/0.1165",20/24,N,N,3,05/25/22,CRMLSM
1001,PW22116390,A,SFR/D,1638 W,60TH PL,LA,C34,STD,"$875,000.00",$678.82,"4/2,0,0,1",1289/T,1923/PUB,"4,699/0.1079",13/13,Y,N,2,06/01/22,CRMLSM
1001,SB22115574,A,SFR/D,2616 W,73rd ST,LA,C34,STD,"$885,000.00",$651.69,"2/2,0,0,0",1358/A,1923/ASR,"6,702/0.1539",14/14,N,N,2,05/30/22,CRMLSM
1001,RS22069806,A,SFR/D,4314,La Salle AVE  ,LA,C34,STD,"$890,000.00",$587.46,"4/1,1,0,0",1515/A,1913/PUB,"6,120/0.1405",44/44,N,Y,2,04/07/22,CRMLSM
1001,DW22106792,A,SFR/D,2388 W,29th PL,LA,C34,STD,"$899,000.00",$888.34,"3/2,0,0,0",1012/A,1923/ASR,"3,256/0.0747",26/55,Y,N,2,05/18/22,CRMLSM
1001,PW22125170,A,SFR/D,9116,La Salle AVE  ,LA,C34,STD,"$924,900.00",$531.86,"3/2,0,1,0",1739/A,1931/ASR,"5,400/0.124",4/4,N,N,2,06/08/22,CRMLSM
1001,GD22115542,A,SFR/A,2700 W,Shorb ST  ,LA,C34,STD,"$929,000.00",$884.76,"3/1,0,0,0",1050/A,1928/ASR,"4,897/0.1124",13/13,N,N,2.5,06/01/22,CRMLSM
1001,CV22092641,A,SFR/D,3518 S,Catalina ST  ,LA,C34,"STD,TRUS","$948,888.00",$790.74,"2/1,1,0,0",1200/A,1901/ASR,"2,816/0.0646",37/37,N,N,2,05/04/22,CRMLSM
1001,IN22120263,A,SFR/D,2930 W,Florence AVE  ,LA,C34,STD,"$975,000.00",$812.50,"3/2,0,0,0",1200/OTH,1954/PUB,"5,701/0.1309",10/10,N,N,2,06/02/22,CRMLSM
1001,DW22126144,A,SFR/D,5607,Spokane ST  ,LA,C34,STD,"$979,999.00",$993.91,"3/1,0,0,0",986/A,1944/BLD,"5,502/0.1263",3/27,Y,N,2.5,06/10/22,CRMLSM
1001,DW22114943,A,SFR/D,1842 W,42nd ST,LA,C34,STD,"$999,990.00",$468.16,"3/2,0,0,0",2136/A,1920/PUB,"5,750/0.132",5/5,N,N,2.5,05/30/22,CRMLSM
1001,22165497,A,SFR,1348 W,35TH ST,LA,C34,"PRO,NOD","$1,050,000.00",$963.30,"2/1,0,0,0",1090/,1907,"6,800/0.15",7/7,,N,2.5,06/07/22,CLAW
1001,PW22121205,A,SFR/D,3214 W,77th ST,LA,C34,STD,"$1,098,000.00",$650.09,"3/3,0,0,0",1689/A,1938/ASR,"6,776/0.1556",8/8,N,N,2,06/06/22,CRMLSM
1001,PW22115961,A,SFR/D,3212 W,74th ST,LA,C34,STD,"$1,099,000.00",$632.70,"3/3,0,0,0",1737/A,1931/ASR,"5,400/0.124",4/4,N,N,2.25,06/07/22,CRMLSM
1001,PW22071483,A,SFR/D,17262,Devonshire ST  ,LA,C34,STD,"$1,175,000.00",$513.55,"4/4,0,0,0",2288/A,1960/APP,"10,071/0.2312",67/67,Y,Y,2,04/08/22,CRMLSM
1001,IV22124261,A,SFR/D,2945 S,Catalina ST  ,LA,C34,STD,"$1,200,000.00","$1,039.86","2/1,0,0,0",1154/A,1903/ASR,"4,056/0.0931",5/5,N,N,1.5,06/09/22,CRMLSM
1001,DW22125058,A,SFR/D,1200 W,38th ST,LA,C34,STD,"$1,289,999.00",$814.39,"3/2,0,0,0",1584/A,1905/ASR,"5,227/0.12",1/1,Y,N,2,06/09/22,CRMLSM
1001,WS22026298,A,CONDO/A,400,South Broadway    #2910,LA,C34,STD,"$1,350,000.00","$1,265.23","2/2,0,0,0",1067/P,2021/BLD,,125/125,Y,N,3.5,02/09/22,CRMLSM
1001,22165661,A,SFR,1377 W,36TH PL,LA,C34,STD,"$1,400,000.00","$1,008.65","3/1,0,0,0",1388/,1902,"6,888/0.15",6/6,,N,1.5,06/08/22,CLAW
1001,SR22082477,A,SFR/A,1516,Carmona AVE  ,LA,C34,STD,"$1,400,000.00","$1,150.37","3/1,0,0,0",1217/A,1926/PUB,"5,083/0.1167",30/30,Y,N,2,05/08/22,CRIS
1001,SR22108998,A,SFR/D,424 W,98th ST,LA,C36,PRO,"$399,000.00",$471.63,"2/1,0,0,0",846/A,1928/ASR,"3,275/0.0752",22/22,N,N,2.5*,05/23/22,CRIS
1001,22136129,A,SFR,820 W,98TH ST,LA,C36,STD,"$449,000.00",$512.56,"2/1,0,0,0",876/,1939,"2,827/0.06",91/91,N,N,2.5,03/15/22,CLAW
1001,DW22069569,A,SFR/D,9502,Grape ST  ,LA,C36,STD,"$499,000.00",$462.89,"2/1,0,0,0",1078/A,1927/ASR,"6,745/0.1548",69/69,N,N,2,04/06/22,CRMLSM
1001,P1-9938,A,SFR/D,1554 W,125th ST,LA,C36,PRO,"$559,000.00",$597.22,"2/1,0,0,0",936/A,1953/ASR,"7,002/0.16",4/4,N,N,2.5,06/10/22,CRMLSF
1001,OC22110741,A,SFR/D,5603,Cimarron ST  ,LA,C36,STD,"$575,000.00",$561.52,"2/1,0,0,0",1024/A,1923/ASR,"5,461/0.1254",21/21,N,N,2.5,05/24/22,CRMLSM
1001,22163691,A,SFR,1427 W,103RD ST,LA,C36,STD,"$580,000.00",$523.47,"2/1,0,0,0",1108/,1938,"8,504/0.19",12/12,N,N,2.25,06/02/22,CLAW
1001,22161617,A,SFR,1433 W,91st PL,LA,C36,STD,"$587,500.00",$504.29,"2/1,0,0,0",1165/,1936,"4,523/0.1",12/12,,N,2.5,06/02/22,CLAW
1001,22161193,A,SFR,1223 W,90TH ST,LA,C36,STD,"$599,000.00",$409.99,"3/2,0,0,0",1461/A,1925,"6,750/0.15",19/19,,N,1.25,05/26/22,CLAW
1001,22140549,A,SFR,9130 S,DENKER AVE  ,LA,C36,STD,"$649,990.00",$425.39,"3/1,0,0,0",1528/A,1931/ASR,"6,748/0.15",77/77,N,N,2.25,03/26/22,CLAW
1001,22164809,A,SFR,1139 W,125TH ST,LA,C36,STD,"$650,000.00",$496.56,"4/2,0,0,0",1309/,1953,"7,001/0.1607",4/4,N,N,2.5,06/10/22,CLAW
1001,22155163,A,SFR,1455 W,IMPERIAL HWY  ,LA,C36,PRO,"$650,000.00",$627.41,"3/1,0,0,0",1036/,1947,"5,925/0.13",20/20,,N,2,05/25/22,CLAW
1001,22161021,A,SFR,1422 W,95TH ST,LA,C36,STD,"$650,000.00",$492.42,"3/1,0,0,0",1320/E,1923/ASR,"4,903/0.11",20/20,N,N,2,05/21/22,CLAW
1001,DW22062647,A,SFR/D,1409 E,41st PL,LA,C36,STD,"$654,900.00",$556.89,"2/1,0,0,0",1176/A,1910/ASR,"4,829/0.1109",77/77,Y,N,2,03/29/22,CRMLSM
1001,22164157,A,SFR,1941 W,95TH ST,LA,C36,STD,"$675,000.00",$496.32,"3/2,0,0,0",1360/,1944,"5,100/0.11",11/11,N,N,2.5,06/03/22,CLAW
1001,OC22033201,A,SFR/D,1300 W,77th ST,LA,C36,TRUS,"$675,000.00",$583.91,"3/2,0,0,0",1156/A,1920/ASR,"5,276/0.1211",50/50,N,N,2.25,02/18/22,CRMLSM
1001,21793838,A,SFR,1156 W,Florence AVE  ,LA,C36,STD,"$675,000.00",$627.32,"2/1,0,0,0",1076/,1920,"5,988/0.13",-174/-54,N,N,2,10/11/21,CLAW
1001,OC22114903,A,SFR/A,528 W,104th ST,LA,C36,STD,"$679,000.00",$540.61,"3/2,0,0,0",1256/A,1936/ASR,"4,626/0.1062",14/14,Y,N,2,05/31/22,CRMLSM
1001,22153149,A,SFR,10317,LA SALLE AVE  ,LA,C36,STD,"$695,000.00",$675.41,"2/1,0,0,0",1029/A,1938/ASR,"6,500/0.14",41/41,N,N,2,05/04/22,CLAW
1001,CV22063722,A,SFR/D,8923,Baring Cross ST  ,LA,C36,STD,"$695,000.00",$654.43,"3/1,1,0,0",1062/A,1923/ASR,"5,202/0.1194",56/56,Y,N,2,03/28/22,CRMLSM
1001,PW22087137,A,SFR/D,604 W,103rd ST,LA,C36,STD,"$699,999.00",$563.61,"3/2,0,0,0",1242/A,1927/ASR,"4,221/0.0969",26/26,N,N,2,04/28/22,CRMLSM
1001,SB22038945,A,SFR/D,7314,Denker Ave   ,LA,C36,STD,"$700,000.00",$625.00,"2/1,0,0,0",1120/OTH,1929/OTH,"5,312/0.1219",53/53,N,N,2,03/05/22,CRMLSM
1001,22151951,A,SFR,1456 W,91ST ST,LA,C36,PRO,"$715,000.00",$447.43,"3/2,0,0,0",1598/,1929,"4,520/0.1",29/29,N,N,2*,05/22/22,CLAW
1001,IN22020361,A,SFR/D,1923,Van Wick ST  ,LA,C36,PRO,"$729,000.00",$626.29,"3/1,0,0,0",1164/A,1947/ASR,"6,201/0.1424",104/104,N,N,2,02/01/22,CRMLSM
1001,22151486,A,SFR,1920,VAN WICK ST  ,LA,C36,STD,"$745,000.00",$631.36,"3/1,0,0,0",1180/,1947,"7,210/0.16",44/44,N,N,3,05/01/22,CLAW
1001,PW22108630,A,SFR/D,2026,Cullivan St   ,LA,C36,STD,"$749,000.00",$634.75,"3/1,0,0,0",1180/P,1947/PUB,"6,067/0.1393",22/22,Y,N,2,05/11/22,CRMLSM
1001,SR22116747,A,SFR/D,9621,Haas AVE  ,LA,C36,NOD,"$750,000.00",$643.22,"3/1,0,0,0",1166/A,1947/PUB,"5,500/0.1263",13/13,Y,N,2.5,05/26/22,CRIS
1001,SB22119818,A,SFR/D,1254 W,80th ST,LA,C36,STD,"$760,000.00",$508.70,"2/2,0,0,0",1494/A,1936/ASR,"4,080/0.0937",6/6,Y,N,2.25,06/04/22,CRMLSM
1001,22135118,A,SFR,602 W,80TH ST,LA,C36,"PRO,NOD","$775,000.00",$766.57,"3/1,0,1,0",1011/,1921,"9,295/0.21",96/96,N,N,2*,03/10/22,CLAW
1001,SB22124943,A,SFR/D,8229 S,Mariposa AVE  ,LA,C36,STD,"$789,990.00",$629.98,"3/2,0,0,0",1254/A,1938/ASR,"5,191/0.1192",4/4,Y,N,2.5,06/10/22,CRMLSM
1001,DW22115213,A,SFR/D,8858 S,Figueroa ST  ,LA,C36,STD,"$790,000.00",$929.41,"2/2,1,0,0",850/A,1925/ASR,"4,757/0.1092",10/10,Y,N,3,05/30/22,CRMLSM
1001,22131521,A,SFR,1110 W,127TH ST,LA,C36,STD,"$802,000.00",$426.60,"4/1,0,0,0",1880/A,1960/ASR,"6,510/0.14",70/70,N,N,2,02/27/22,CLAW
1001,22155679,A,SFR,8815,MENLO AVE  ,LA,C36,STD,"$822,000.00",$521.24,"4/2,0,0,0",1577/A,1939/ASR,"5,126/0.11",33/33,N,N,2,05/11/22,CLAW
1001,22163351,A,SFR,2059 W,75TH ST,LA,C36,STD,"$849,999.00",$543.48,"3/2,0,0,0",1564/,2005,"6,954/0.15",13/13,Y,N,3,06/01/22,CLAW
1001,SB22122646,A,SFR/D,1036 W,96th ST,LA,C36,STD,"$855,000.00",$478.99,"4/2,0,1,0",1785/A,1944/PUB,"6,503/0.1493",5/24,Y,N,2.25,06/08/22,CRMLSM
1001,22164357,A,SFR,1222 W,80TH ST,LA,C36,STD,"$875,000.00",$672.04,"3/2,0,0,0",1302/,1934,"4,080/0.09",9/56,,N,3,06/03/22,CLAW
1001,DW22091027,A,SFR/D,10046,La Salle AVE  ,LA,C36,STD,"$884,777.00",$522.92,"4/2,0,0,0",1692/A,1937/ASR,"6,776/0.1556",42/42,N,N,2,05/01/22,CRMLSM
1001,22154617,A,SFR,2145 W W,85TH ST,LA,C36,STD,"$915,000.00",$658.27,"3/2,0,0,0",1390/,1948,"5,652/0.12",27/27,N,N,1.5,05/18/22,CLAW
1001,22153465,A,SFR,10523 S,BUDLONG AVE  ,LA,C36,STD,"$1,000,000.00",$548.55,"4/2,0,0,0",1823/,1914,"8,124/0.18",40/40,N,N,2.5,05/01/22,CLAW
1001,22157963,A,SFR,1923 W,74TH ST,LA,C36,STD,"$1,100,000.00",$687.50,"3/2,1,0,0",1600/AP,1926,"6,703/0.15",28/28,N,N,1,05/15/22,CLAW
1001,22164685,A,SFR,625,LACONIA BLVD  ,LA,C36,STD,"$1,399,000.00",$472.32,"4/3,0,1,0",2962/,1933,"19,051/0.43",6/6,Y,N,2.5,06/08/22,CLAW
1001,RS22107897,A,SFR/D,795 E,42nd PL,LA,C36,STD,"$1,800,000.00",$594.65,"5/5,0,0,0",3027/A,2007/ASR,"5,192/0.1192",25/25,N,N,2,05/20/22,CRMLSM
1001,EV22100502,A,SFR/D,1971 E,87th ST,LA,C37,PRO,"$350,000.00",$747.86,"1/1,0,0,0",468/A,1924/ASR,"1,888/0.0433",33/33,Y,N,2,05/12/22,CRMLSM
1001,PW22057370,A,SFR/D,238 E,111th ST,LA,C37,PRO,"$353,000.00",$617.13,"1/1,0,0,0",572/A,1925/ASR,"3,917/0.0899",78/78,N,N,2,03/21/22,CRMLSM
1001,22160117,A,SFR,163 W,75TH ST,LA,C37,STD,"$399,000.00",$514.18,"2/1,0,0,0",776/A,1917/ASR,"5,184/0.11",22/22,N,N,2.5,05/23/22,CLAW
1001,PW22057389,A,SFR/D,244 E,111th ST,LA,C37,PRO,"$410,000.00",$423.55,"3/1,0,0,0",968/A,1925/ASR,"3,918/0.0899",78/78,N,N,2,03/22/22,CRMLSM
1001,DW22095051,A,SFR/D,252 E,99th ST,LA,C37,STD,"$425,000.00",$772.73,"2/1,0,0,0",550/A,1929/ASR,"1,750/0.0402",39/86,N,N,2,05/06/22,CRMLSM
1001,SR22110214,A,SFR/D,11115,Evers AVE  ,LA,C37,STD,"$475,000.00",$565.48,"2/1,0,0,0",840/A,1921/PUB,"3,205/0.0736",21/21,N,N,2.5,05/24/22,CRIS
1001,CV22116442,A,SFR/D,7533,Maie AVE  ,LA,C37,STD,"$479,000.00",$837.41,"1/1,0,0,0",572/A,1922/ASR,"5,836/0.134",14/14,N,N,2.5,05/30/22,CRMLSM
1001,22154265,A,SFR,2113 E,111TH ST,LA,C37,STD,"$485,000.00",$531.80,"3/1,0,0,0",912/,1958,"3,262/0.07",39/39,N,N,2.5,05/06/22,CLAW
1001,MB22126012,A,SFR/D,358 E,97th ST,LA,C37,STD,"$499,900.00",$552.38,"2/1,0,0,0",905/A,1942/ASR,"5,100/0.1171",4/4,Y,N,2.5,06/10/22,CRMLSM
1001,SB22087463,A,SFR/A,9522,Anzac AVE  ,LA,C37,STD,"$500,000.00",$548.25,"3/1,0,0,0",912/A,1957/ASR,"3,375/0.0775",43/43,N,N,2,04/28/22,CRMLSM
1001,22161863,A,SFR,8767,HOOPER AVE  ,LA,C37,PRO,"$510,000.00",$584.19,"2/1,0,0,0",873/,1947,"5,096/0.11",14/14,N,N,2.5,05/31/22,CLAW
1001,22147949,A,SFR,8902,TOWNE AVE  ,LA,C37,STD,"$510,000.00",$400.31,"3/2,0,0,0",1274/,1998,"3,650/0.08",55/155,,N,2,04/20/22,CLAW
1001,21105693,A,SFR,759 E,97Th ST,LA,C37,STD,"$520,000.00",$433.33,"3/2,0,0,0",1200/,1941,"4,916/0.11",139/139,N,N,2,11/16/21,CLAW
1001,22149939,A,SFR,1414 E,107TH ST,LA,C37,STD,"$526,000.00",$592.34,"3/1,0,0,0",888/,1923,"7,691/0.17",49/49,,N,2.5,04/26/22,CLAW
1001,DW22113653,A,SFR/D,1725 E,64th ST,LA,C37,STD,"$549,000.00",$457.50,"3/2,0,0,0",1200/A,1962/ASR,"5,759/0.1322",14/14,N,N,2,05/27/22,CRMLSM
1001,DW22122092,A,SFR/D,2028 E,112th ST,LA,C37,STD,"$549,900.00",$623.47,"2/2,0,0,0",882/A,1928/ASR,"3,206/0.0736",7/7,N,N,3,06/07/22,CRMLSM
1001,22166993,A,SFR,759 E,83RD ST,LA,C37,STD,"$579,000.00",$617.27,"2/1,0,0,0",938/,1926,"5,105/0.11",2/2,N,N,2,06/11/22,CLAW
1001,DW22113683,A,SFR/D,718 E,118th ST,LA,C37,STD,"$579,900.00",$862.95,"2/2,0,0,0",672/A,1926/ASR,"6,265/0.1438",18/18,N,N,3,05/27/22,CRMLSM
1001,SW22125797,A,SFR/D,1123 E,80th ST,LA,C37,STD,"$585,000.00",$474.45,"3/2,0,0,0",1233/A,1924/ASR,"5,701/0.1309",1/1,N,N,2.5,06/08/22,CRMLSM
1001,GD22113097,A,SFR/D,227 E,82nd ST,LA,C37,STD,"$585,000.00",$627.01,"2/2,0,0,0",933/A,1939/ASR,"5,066/0.1163",18/18,N,N,2,05/25/22,CRMLSM
1001,DW22115758,A,SFR/D,754 E,94th ST,LA,C37,STD,"$590,000.00",$660.69,"2/1,0,0,0",893/A,1926/ASR,"5,026/0.1154",12/12,Y,N,2,05/31/22,CRMLSM
1001,PW22124812,A,SFR/D,1504 W,59th PL,LA,C37,STD,"$595,000.00",$614.04,"3/1,0,0,0",969/E,1921/EST,"3,363/0.0772",5/5,N,N,1,06/09/22,CRMLSM
1001,22155167,A,SFR,1690 E,122ND ST,LA,C37,STD,"$595,000.00",$713.43,"3/1,0,0,0",834/,1945,"6,704/0.15",35/35,N,N,2,05/09/22,CLAW
1001,PW22088026,A,SFR/D,10334,Grape ST  ,LA,C37,PRO,"$600,000.00",$545.45,"3/1,0,0,0",1100/A,1951/ASR,"6,508/0.1494",42/42,N,N,2,04/29/22,CRMLSM
1001,SB22115862,A,SFR/D,231 W,75th ST,LA,C37,STD,"$619,000.00",$420.52,"3/2,0,0,0",1472/A,1913/ASR,"5,954/0.1367",11/11,N,N,2.5,05/31/22,CRMLSM
1001,22158057,A,SFR,138 E,78TH ST,LA,C37,STD,"$624,900.00",$543.39,"3/1,0,0,0",1150/E,1913/ASR,"6,075/0.13",27/27,Y,N,2.5,05/13/22,CLAW
1001,21106643,A,SFR,742 E,84Th PL,LA,C37,STD,"$625,000.00",$557.54,"2/1,0,0,0",1121/,1927,"5,100/0.11",208/208,N,N,2.5,11/16/21,CLAW
1001,22141807,A,SFR,1272 E,87TH PL,LA,C37,STD,"$629,999.00",$630.00,"3/2,0,0,0",1000/,1935,"4,233/0.09",29/29,N,N,2.5,05/30/22,CLAW
1001,WS22105258,A,SFR/D,443 W,64th ST,LA,C37,STD,"$649,000.00",$628.88,"2/1,0,0,0",1032/A,1922/APP,"3,645/0.0837",27/27,Y,N,2,05/18/22,CRMLSM
1001,DW22063435,A,SFR/D,1344 E,20th ST,LA,C37,NOD,"$649,000.00",$423.08,"5/2,0,0,0",1534/A,1907/ASR,"6,038/0.1386",71/71,N,N,2,03/30/22,CRMLSM
1001,22165015,A,SFR,1241 E,74TH ST,LA,C37,STD,"$650,000.00",$402.48,"4/2,0,0,0",1615/,1944,"4,935/0.11",8/8,N,N,2.5,06/06/22,CLAW
1001,IG22113395,A,SFR/D,10453 E,Zamora AVE  ,LA,C37,STD,"$669,000.00",$661.07,"3/1,0,0,0",1012/A,1944/ASR,"5,230/0.1201",11/11,Y,N,2.5,06/02/22,CRMLSM
1001,22161553,A,SFR,218 E,85TH ST,LA,C37,STD,"$700,000.00",$530.30,"3/2,0,0,0",1320/,1924,"5,204/0.11",10/23,Y,N,3,06/04/22,CLAW
1001,PW22122828,A,SFR/D,4246 S,Grand AVE  ,LA,C37,STD,"$749,000.00",$480.74,"3/2,0,0,0",1558/A,1982/PUB,"5,409/0.1242",6/6,N,N,2.5,06/07/22,CRMLSM
1001,22161983,A,SFR,138 E,108TH ST,LA,C37,STD,"$749,999.00",$571.65,"3/2,0,0,0",1312/,1928,"5,625/0.12",12/12,N,N,2,06/02/22,CLAW
1001,IV22125259,A,SFR/D,616 E,78th ST,LA,C37,STD,"$775,000.00",$580.52,"2/1,0,0,0",1335/A,1939/ASR,"7,441/0.1708",4/4,N,N,2,06/09/22,CRMLSM
1001,22161669,A,SFR,8507 S,OLIVE ST  ,LA,C37,PRO,"$777,000.00",$283.16,"5/3,0,1,0",2744/,1922,"5,201/0.11",19/19,N,N,2.5,05/26/22,CLAW
1001,SW21240415,A,SFR/D,7824 S,San Pedro ST  ,LA,C37,STD,"$790,000.00",$516.34,"2/1,0,0,0",1530/A,1932/PUB,"6,140/0.141",218/218,Y,N,2,10/30/21,CRMLSM
1001,PW22081304,A,SFR/D,7718,Brighton AVE  ,LA,C37,STD,"$795,000.00",$512.24,"3/2,0,0,0",1552/A,1939/ASR,"5,200/0.1194",50/50,N,N,2,04/21/22,CRMLSM
1001,RS22106651,A,SFR/D,528 W,91st ST,LA,C37,STD,"$850,000.00",$390.27,"3/2,0,1,0",2178/A,1926/PUB,"6,097/0.14",26/26,N,N,2,05/19/22,CRMLSM
1001,SB22113246,A,SFR/A,1441 W,52nd ST,LA,C37,STD,"$988,000.00",$639.07,"3/3,0,0,0",1546/A,1923/PUB,"5,850/0.1343",18/18,N,N,2.5,05/27/22,CRMLSM
1001,22163545,A,CONDO,13173,PACIFIC PROMENADE    #202,LA,C39,STD,"$1,899,000.00",$713.91,"3/2,0,1,0",2660/,2003,"33,528/0.76",12/92,Y,N,2.5,06/02/22,CLAW
1001,P1-9655,A,CONDO/A,2121,James M Wood BLVD   #116,LA,C42,STD,"$229,000.00",$763.33,"0/1,0,0,0",300/,1923/ASR,,23/23,N,N,2.5,05/22/22,CRMLSF
